line,MSN,StateCode,Year,Data,Description,Unit,Consume,price,expend,factor,produce,consumet,,
1277561,UOICB,GA,2000,-132.73218,Unfinished oils consumed by the industrial sector.,Billion Btu,1,,,,,-132.73218,,
1280161,UOICP,GA,2000,-22.78664,Unfinished oils consumed by the industrial sector.,Thousand barrels,1,,,,,-22.78664,,
1282761,USICB,GA,2000,0,Unfractionated stream consumed by the industrial sector.,Billion Btu,1,,,,,0,,
1285361,USICP,GA,2000,0,Unfractionated stream consumed by the industrial sector.,Thousand barrels,1,,,,,0,,
1287961,WDCCB,GA,2000,2251.91749,Wood consumed by the commercial sector,Billion Btu,1,,,,,2251.91749,,
1290561,WDEIB,GA,2000,0,Wood and waste consumed by the electric power sector.,Billion Btu,1,,,,,0,,
1293161,WDICB,GA,2000,175240.6668,Wood consumed by the industrial sector.,Billion Btu,1,,,,,175240.6668,,
1295761,WDRCB,GA,2000,13789.8678,Wood consumed by the residential sector.,Billion Btu,1,,,,,13789.8678,,
1300441,WDRCP,GA,2000,689.49339,Wood consumed by the residential sector.,Thousand cords,1,,,,,689.49339,,
1305011,WDRSB,GA,2000,5391.83831,Wood consumed in the residential sector at a cost.,Billion Btu,1,,,,,5391.83831,,
1307091,WDRXB,GA,2000,8398.02949,Wood consumed in the residential sector at no cost.,Billion Btu,1,,,,,8398.02949,,
1309281,WSCCB,GA,2000,0,Waste consumed by the commercial sector,Billion Btu,1,,,,,0,,
1311881,WSEIB,GA,2000,96,Waste consumed by the electric power sector.,Billion Btu,1,,,,,96,,
1314481,WSICB,GA,2000,5505.99369,Waste consumed by the industrial sector.,Billion Btu,1,,,,,5505.99369,,
1317081,WWCCB,GA,2000,2251.91749,Wood and waste consumed by the commercial sector.,Billion Btu,1,,,,,2251.91749,,
1323731,WWCSB,GA,2000,880.49974,Wood and waste consumed in the commercial sector at a cost.,Billion Btu,1,,,,,880.49974,,
1325811,WWCXB,GA,2000,1371.41775,Wood and waste consumed in the commercial sector at no cost.,Billion Btu,1,,,,,1371.41775,,
1328001,WWEIB,GA,2000,96,Wood and waste consumed by the electric power sector.,Billion Btu,1,,,,,96,,
1334761,WWICB,GA,2000,180746.6605,Wood and waste consumed by the industrial sector.,Billion Btu,1,,,,,180746.6605,,
1341411,WWISB,GA,2000,156727.0046,Wood and waste consumed in the industrial sector at a cost.,Billion Btu,1,,,,,156727.0046,,
1343491,WWIXB,GA,2000,24019.65592,Wood and waste consumed in the industrial sector at no cost.,Billion Btu,1,,,,,24019.65592,,
1359201,WXICB,GA,2000,1395.7153,Waxes consumed by the industrial sector.,Billion Btu,1,,,,,1395.7153,,
1363881,WXICP,GA,2000,252.07067,Waxes consumed by the industrial sector.,Thousand barrels,1,,,,,252.07067,,
8297,ARICD,GA,2000,3.63453,Asphalt and road oil price in the industrial sector.,Dollars per million Btu,,1,,,,,,
12977,ARICV,GA,2000,136.1014,Asphalt and road oil expenditures in the industrial sector.,Million dollars,,,1,,,,,
15167,ARTCB,GA,2000,37446.76883,Asphalt and road oil total consumption.,Billion Btu,,,,,,,,
17657,ARTCD,GA,2000,3.63453,"Asphalt and road oil average price, all sectors.",Dollars per million Btu,,1,,,,,,
19847,ARTCP,GA,2000,5642.973,Asphalt and road oil total consumption.,Thousand barrels,,,,,,,,
22337,ARTCV,GA,2000,136.1014,Asphalt and road oil total expenditures.,Million dollars,,,1,,,,,
24527,ARTXB,GA,2000,37446.76883,Asphalt and road oil total end-use consumption.,Billion Btu,,,,,,,,
27017,ARTXD,GA,2000,3.63453,"Asphalt and road oil average price, all end-use sectors.",Dollars per million Btu,,1,,,,,,
29207,ARTXP,GA,2000,5642.973,Asphalt and road oil total end-use consumption.,Thousand barrels,,,,,,,,
31697,ARTXV,GA,2000,136.1014,Asphalt and road oil total end-use expenditures.,Million dollars,,,1,,,,,
36377,AVACD,GA,2000,10.86609,Aviation gasoline price in the transportation sector.,Dollars per million Btu,,1,,,,,,
41057,AVACV,GA,2000,5.83494,Aviation gasoline expenditures in the transportation sector.,Million dollars,,,1,,,,,
43247,AVTCB,GA,2000,536.98625,Aviation gasoline total consumption.,Billion Btu,,,,,,,,
45737,AVTCD,GA,2000,10.86609,"Aviation gasoline average price, all sectors.",Dollars per million Btu,,1,,,,,,
47927,AVTCP,GA,2000,106.37604,Aviation gasoline total consumption.,Thousand barrels,,,,,,,,
50417,AVTCV,GA,2000,5.83494,Aviation gasoline total expenditures.,Million dollars,,,1,,,,,
52607,AVTXB,GA,2000,536.98625,Aviation gasoline total end-use consumption.,Billion Btu,,,,,,,,
55097,AVTXD,GA,2000,10.86609,"Aviation gasoline average price, all end-use sectors.",Dollars per million Btu,,1,,,,,,
57287,AVTXP,GA,2000,106.37604,Aviation gasoline total end-use consumption.,Thousand barrels,,,,,,,,
59777,AVTXV,GA,2000,5.83494,Aviation gasoline total end-use expenditures.,Million dollars,,,1,,,,,
61967,BMTCB,GA,2000,196884.4458,Biomass total consumption,Billion Btu,,,,,,,,
67557,CLACD,GA,2000,0,Coal price in the transportation sector.,Dollars per million Btu,,1,,,,,,
74836,CLACV,GA,2000,0,Coal expenditures in the transportation sector.,Million dollars,,,1,,,,,
79516,CLCCD,GA,2000,1.65306,Coal price in the commercial sector.,Dollars per million Btu,,1,,,,,,
84196,CLCCV,GA,2000,0.32349,Coal expenditures in the commercial sector.,Million dollars,,,1,,,,,
88876,CLEID,GA,2000,1.5421,Coal price in the electric power sector.,Dollars per million Btu,,1,,,,,,
96156,CLEIV,GA,2000,1184.75983,Coal expenditures in the electric power sector.,Million dollars,,,1,,,,,
103436,CLICD,GA,2000,1.65306,Coal price in the industrial sector.,Million dollars,,1,,,,,,
108116,CLICV,GA,2000,84.09652,Coal expenditures in the industrial sector.,Million dollars,,,1,,,,,
112796,CLKCD,GA,2000,0,Coal price at coke plants.,Dollars per million Btu,,1,,,,,,
114986,CLKCK,GA,2000,0,Factor for converting coal carbonized at coke plants from physical units to Btu.,Million Btu per short ton,,,,1,,,,
120076,CLKCV,GA,2000,0,Coal expenditures at coke plants.,Million dollars,,,1,,,,,
124756,CLOCD,GA,2000,1.65306,Coal price in the industrial sector other than coke plants.,Dollars per million Btu,,1,,,,,,
132036,CLOCV,GA,2000,84.09652,Coal expenditures in the industrial sector other than coke plants.,Million dollars,,,1,,,,,
136306,CLPRB,GA,2000,0,Coal production.,Billion Btu,,,,,,,,
138906,CLPRK,GA,2000,0,Factor for converting coal production from physical units to Btu.,Million Btu per short ton,,,,1,,,,
141506,CLPRP,GA,2000,0,Coal production.,Thousand short tons,,,,,,,,
146596,CLRCD,GA,2000,2.98707,Coal price in the residential sector.,Dollars per million Btu,,1,,,,,,
151276,CLRCV,GA,2000,0.07225,Coal expenditures in the residential sector.,Million dollars,,,1,,,,,
155546,CLTCB,GA,2000,819529.7322,Coal total consumption.,Billion Btu,,,,,,,,
158036,CLTCD,GA,2000,1.54906,"Coal average price, all sectors.",Dollars per million Btu,,1,,,,,,
160226,CLTCP,GA,2000,35148.97589,Coal total consumption.,Thousand short tons,,,,,,,,
162716,CLTCV,GA,2000,1269.25209,Coal total expenditures.,Million dollars,,,1,,,,,
164906,CLTXB,GA,2000,51252.81651,Coal total end-use consumption.,Billion Btu,,,,,,,,
167396,CLTXD,GA,2000,1.653691523,"Coal average price, all end-use sectors.",Dollars per million Btu,,1,,,,,,
169586,CLTXP,GA,2000,1998.78389,Coal total end-use consumption.,Thousand barrels,,,,,,,,
172076,CLTXV,GA,2000,84.49226,Coal total end-use expenditures.,Million dollars,,,1,,,,,
174156,CLXCD,GA,2000,1.54906,Coal average price for all sectors excluding refinery fuel.,Dollars per million Btu,,1,,,,,,
176236,CLXCV,GA,2000,1269.25209,Coal expenditures for all sectors excluding refinery fuel.,Million dollars,,,1,,,,,
183626,COPRK,GA,2000,0,Factor for converting crude oil production from physical units to Btu.,Million Btu per barrel,,,,1,,,,
188716,DFACD,GA,2000,9.40802,Distillate fuel oil price in the transportation sector.,Dollars per million Btu,,1,,,,,,
193396,DFACV,GA,2000,1852.52006,Distillate fuel oil expenditures in the transportation sector.,Million dollars,,,1,,,,,
198076,DFCCD,GA,2000,7.23626,Distillate fuel oil price in the commercial sector.,Dollars per million Btu,,1,,,,,,
202756,DFCCV,GA,2000,52.16598,Distillate fuel oil expenditures in the commercial sector.,Million dollars,,,1,,,,,
204836,DFEID,GA,2000,6.906,Distillate fuel oil price in the electric power sector.,Dollars per million Btu,,1,,,,,,
206916,DFEIV,GA,2000,40.58177,Distillate fuel oil expenditures in the electric power sector.,Million dollars,,,1,,,,,
211596,DFICD,GA,2000,7.53621,Distillate fuel oil price in the industrial sector.,Dollars per million Btu,,1,,,,,,
216276,DFICV,GA,2000,280.87354,Distillate fuel oil expenditures in the industrial sector.,Million dollars,,,1,,,,,
223036,DFRCD,GA,2000,9.72583,Distillate fuel oil price in the residential sector.,Dollars per million Btu,,1,,,,,,
227716,DFRCV,GA,2000,4.05557,Distillate fuel oil expenditures in the residential sector.,Million dollars,,,1,,,,,
231986,DFTCB,GA,2000,248127.3631,Distillate fuel oil total consumption.,Billion Btu,,,,,,,,
234476,DFTCD,GA,2000,9.00432,"Distillate fuel oil average price, all sectors.",Dollars per million Btu,,1,,,,,,
236666,DFTCP,GA,2000,42596.97219,Distillate fuel oil total consumption.,Thousand barrels,,,,,,,,
239156,DFTCV,GA,2000,2230.19692,Distillate fuel oil total expenditures.,Million dollars,,,1,,,,,
241346,DFTXB,GA,2000,242251.0565,Distillate fuel oil total end-use consumption.,Billion Btu,,,,,,,,
243836,DFTXD,GA,2000,9.055314558,"Distillate fuel oil average price, all end-use sectors.",Dollars per million Btu,,1,,,,,,
246026,DFTXP,GA,2000,41588.1642,Distillate fuel oil total end-use consumption.,Thousand barrels,,,,,,,,
248516,DFTXV,GA,2000,2189.61515,Distillate fuel oil total end-use expenditures.,Million dollars,,,1,,,,,
253196,DKEID,GA,2000,6.906,Distillate fuel oil and kerosene-type jet fuel average price in the electric power sector.,Dollars per million Btu,,1,,,,,,
257876,DKEIV,GA,2000,40.58177,Distillate fuel oil and kerosene-type jet fuel expenditures in the electric power sector.,Million dollars,,,1,,,,,
260066,ELEXB,GA,2000,0,Electricity exported from the United States.,Billion Btu,,,,,,,,
262556,ELEXD,GA,2000,0,Electricity exports average price.,Dollars per million Btu,,1,,,,,,
264746,ELEXP,GA,2000,0,Electricity exported from the United States.,Million kilowatthours,,,,,,,,
267236,ELEXV,GA,2000,0,Electricity exports expenditures.,Million dollars,,,1,,,,,
269426,ELIMB,GA,2000,0,Electricity imported into the United States.,Billion Btu,,,,,,,,
271916,ELIMD,GA,2000,0,Electricity imports average price.,Dollars per million Btu,,1,,,,,,
274106,ELIMP,GA,2000,0,Electricity imported into the United States.,Million kilowatthours,,,,,,,,
276596,ELIMV,GA,2000,0,Electricity imports expenditures.,Million dollars,,,1,,,,,
278786,ELISB,GA,2000,142053.3664,Net interstate sales of electricity and associated losses (negative and positive values).,Billion Btu,,,,,,,,
281386,ELNIB,GA,2000,0,Net imports of electricity into the United States.,Billion Btu,,,,,,,,
283986,ELNIP,GA,2000,0,Net imports of electricity into the United States.,Million kilowatthours,,,,,,,,
289076,EMACV,GA,2000,0,"Fuel ethanol, excluding denaturant, expenditures in the transportation sector.",Million dollars,,,1,,,,,
293756,EMCCV,GA,2000,0,"Fuel ethanol, excluding denaturant, expenditures in the commercial sector.",Million dollars,,,1,,,,,
295946,EMFDB,GA,2000,0,Biomass inputs (feedstock) for the production of fuel ethanol.,Billion Btu,,,,,,,,
301036,EMICV,GA,2000,0,"Fuel ethanol, excluding denaturant, expenditures in the industrial sector.",Million dollars,,,1,,,,,
303226,EMLCB,GA,2000,0,Energy losses and co-products from the production of fuel ethanol.,Billion Btu,,,,,,,,
305826,EMTCB,GA,2000,0,"Fuel ethanol, excluding denaturant, total consumption.",Billion Btu,,,,,,,,
308366,EMTCV,GA,2000,0,"Fuel ethanol, excluding denaturant, total expenditures.",Million dollars,,,1,,,,,
318356,ENPRP,GA,2000,0,"Fuel ethanol production, including denaturant.",Thousand barrels,,,,,,,,
321006,ENTCP,GA,2000,0,"Fuel ethanol, including denaturant, total consumption.",Thousand barrels,,,,,,,,
326096,ESACD,GA,2000,20.57452,Electricity price in the transportation sector.,Dollars per million Btu,,1,,,,,,
330776,ESACV,GA,2000,6.75808,Electricity expenditures in the transportation sector.,Million dollars,,,1,,,,,
335456,ESCCD,GA,2000,19.27626,Electricity price in the commercial sector.,Dollars per million Btu,,1,,,,,,
340136,ESCCV,GA,2000,2528.44929,Electricity expenditures in the commercial sector.,Million dollars,,,1,,,,,
344816,ESICD,GA,2000,12.0286,Electricity price in the industrial sector.,Dollars per million Btu,,1,,,,,,
349496,ESICV,GA,2000,1445.49723,Electricity expenditures in the industrial sector.,Million dollars,,,1,,,,,
351576,ESISB,GA,2000,120171.6932,Electricity sales to the industrial sector excluding refinery use.,Billion Btu,,,,,,,,
356256,ESRCD,GA,2000,22.27256,Electricity price in the residential sector.,Dollars per million Btu,,1,,,,,,
360936,ESRCV,GA,2000,3386.29075,Electricity expenditures in the residential sector.,Million dollars,,,1,,,,,
365206,ESTCB,GA,2000,406659.4793,"Electricity total consumption (i.e., sold).",Billion Btu,,,,,,,,
367696,ESTCD,GA,2000,18.24833,"Electricity average price, all sectors.",Dollars per million Btu,,1,,,,,,
369886,ESTCP,GA,2000,119185.076,"Electricity total consumption (i.e., sold).",Million kilowatthours,,,,,,,,
372376,ESTCV,GA,2000,7366.99535,Electricity total expenditures.,Million dollars,,,1,,,,,
374566,ESTXB,GA,2000,406659.4793,"Electricity total end-use consumption (i.e., sold).",Billion Btu,,,,,,,,
377056,ESTXD,GA,2000,18.24832967,"Electricity average price, all end-use sectors.",Dollars per million Btu,,1,,,,,,
379246,ESTXP,GA,2000,119185.076,"Electricity total end-use consumption (i.e., sold).",Thousand barrels,,,,,,,,
381736,ESTXV,GA,2000,7366.99535,Electricity total end-use expenditures.,Million dollars,,,1,,,,,
383976,FFTCB,GA,2000,2281926.569,"Fossil fuelS, total consumption.",Billion Btu,,,,,,,,
389066,FNICD,GA,2000,6.62344,"Petrochemical feedstocks, naphtha less than 401 F, price in the industrial sector.",Dollars per million Btu,,1,,,,,,
393746,FNICV,GA,2000,65.64019,"Petrochemical feedstocks, naphtha less than 401 F, expenditures in the industrial sector.",Million dollars,,,1,,,,,
398426,FOICD,GA,2000,7.79636,"Petrochemical feedstocks, other oils equal to or greater than 401 degrees F, price in the industrial sector.",Dollars per million Btu,,1,,,,,,
403106,FOICV,GA,2000,90.94318,"Petrochemical feedstocks, other oils equal to or greater than 401 degrees F, expenditures in the industrial sector.",Million dollars,,,1,,,,,
407786,FSICD,GA,2000,0,"Petrochemical feedstocks, still gas, price in the industrial sector.",Dollars per million Btu,,1,,,,,,
412466,FSICV,GA,2000,0,"Petrochemical feedstocks, still gas, expenditures in the industrial sector.",Million dollars,,,1,,,,,
414546,GDPRV,GA,2000,294479,Current-dollar gross domestic product.,Million dollars,,,,,,,,
416549,GDPRX,GA,2000,329716,Real gross domestic product.,Million chained (2005) dollars,,,,,,,,
418452,GECCB,GA,2000,7.2,Direct use of geothermal energy and heat pumps in the commercial sector.,Billion Btu,,,,,,,,
421052,GEEGB,GA,2000,0,Electricity produced from geothermal energy by the electric power sector.,Billion Btu,,,,,1,,,
423652,GEEGP,GA,2000,0,Electricity produced from geothermal energy by the electric power sector.,Million kilowatthours,,,,,1,,,
426252,GEICB,GA,2000,20.8,Direct use of geothermal energy and heat pumps in the industrial sector.,Billion Btu,,,,,,,,
428852,GERCB,GA,2000,63.4,Direct use of geothermal energy and heat pumps in the residential sector.,Billion Btu,,,,,,,,
431452,GETCB,GA,2000,91.4,Geothermal energy total consumption.,Billion Btu,,,,,,,,
434052,GETXB,GA,2000,91.4,Geothermal total end-use consumption.,Billion Btu,,,,,,,,
436542,GETXV,GA,2000,0,,,,,,,,,,
442892,HYCCB,GA,2000,0,Hydroelectricity produced in the commercial sector.,Billion Btu,,,,,1,,,
445492,HYCCP,GA,2000,0,Hydroelectricity produced in the commercial sector.,Million kilowatthours,,,,,1,,,
448092,HYEGB,GA,2000,25086.52362,Hydroelectricity produced by the electric power sector.,Billion Btu,,,,,1,,,
450692,HYEGP,GA,2000,2459.222,Hydroelectricity produced by the electric power sector.,Million kilowatthours,,,,,1,,,
453292,HYICB,GA,2000,220.08658,Hydroelectricity produced in the industrial sector.,Billion Btu,,,,,1,,,
455892,HYICP,GA,2000,21.575,Hydroelectricity produced in the industrial sector.,Million kilowatthours,,,,,1,,,
458492,HYTCB,GA,2000,25306.6102,Hydroelectricity total production.,Billion Btu,,,,,,,,
461092,HYTCP,GA,2000,2480.797,Hydroelectricity total production.,Million kilowatthours,,,,,,,,
463692,HYTXB,GA,2000,220.08658,Hydroelectricity produced by the end-use sectors.,Billion Btu,,,,,1,,,
466292,HYTXP,GA,2000,21.575,Hydroelectricity produced by the end-use sectors.,Million kilowatthours,,,,,1,,,
468782,HYTXV,GA,2000,0,,,,,,,,,,
473462,JFACD,GA,2000,6.37778,Jet fuel price in the transportation sector.,Dollars per million Btu,,1,,,,,,
478142,JFACV,GA,2000,471.75187,Jet fuel expenditures in the transportation sector.,Million dollars,,,1,,,,,
480332,JFTCB,GA,2000,73968.0375,Jet fuel total consumption.,Billion Btu,,,,,,,,
482822,JFTCD,GA,2000,6.37778,"Jet fuel average price, all sectors.",Dollars per million Btu,,1,,,,,,
485012,JFTCP,GA,2000,13045.50926,Jet fuel total consumption.,Thousand barrels,,,,,,,,
487502,JFTCV,GA,2000,471.75187,Jet fuel total expenditures.,Million dollars,,,1,,,,,
489692,JFTXB,GA,2000,73968.0375,Jet fuel total end-use consumption.,Billion Btu,,,,,,,,
492182,JFTXD,GA,2000,6.37778,"Jet fuel average price, all end-use sectors.",Dollars per million Btu,,1,,,,,,
494372,JFTXP,GA,2000,13045.50926,Jet fuel total end-use consumption.,Thousand barrels,,,,,,,,
496862,JFTXV,GA,2000,471.75187,Jet fuel total end-use expenditures.,Million dollars,,,1,,,,,
504252,JKTCB,GA,2000,73968.0375,Kerosene-type jet fuel total consumption.,Billion Btu,,,,,,,,
506852,JKTCP,GA,2000,13045.50926,Kerosene-type jet fuel total consumption.,Thousand barrels,,,,,,,,
514652,JNTCB,GA,2000,0,Naphtha-type jet fuel total consumption.,Billion Btu,,,,,,,,
517252,JNTCP,GA,2000,0,Naphtha-type jet fuel total consumption.,Thousand barrels,,,,,,,,
522342,KSCCD,GA,2000,8.39704,Kerosene price in the commercial sector.,Dollars per million Btu,,1,,,,,,
527022,KSCCV,GA,2000,1.95194,Kerosene expenditures in the commercial sector.,Million dollars,,,1,,,,,
531702,KSICD,GA,2000,8.09659,Kerosene price in the industrial sector.,Dollars per million Btu,,1,,,,,,
536382,KSICV,GA,2000,1.87528,Kerosene expenditures in the industrial sector.,Million dollars,,,1,,,,,
541062,KSRCD,GA,2000,8.39704,Kerosene price in the residential sector.,Dollars per million Btu,,1,,,,,,
545742,KSRCV,GA,2000,9.42047,Kerosene expenditures in the residential sector.,Million dollars,,,1,,,,,
547932,KSTCB,GA,2000,1585.94941,Kerosene total consumption.,Billion Btu,,,,,,,,
550422,KSTCD,GA,2000,8.35316,"Kerosene average price, all sectors.",Dollars per million Btu,,1,,,,,,
552612,KSTCP,GA,2000,279.70889,Kerosene total consumption.,Thousand barrels,,,,,,,,
555102,KSTCV,GA,2000,13.24769,Kerosene total expenditures.,Million dollars,,,1,,,,,
557292,KSTXB,GA,2000,1585.94941,Kerosene total end-use consumption.,Billion Btu,,,,,,,,
559782,KSTXD,GA,2000,8.353161989,"Kerosene average price, all end-use sectors.",Dollars per million Btu,,1,,,,,,
561972,KSTXP,GA,2000,279.70889,Kerosene total end-use consumption.,Thousand barrels,,,,,,,,
564462,KSTXV,GA,2000,13.24769,Kerosene total end-use expenditures.,Million dollars,,,1,,,,,
569142,LGACD,GA,2000,15.61464,LPG price in the transportation sector.,Dollars per million Btu,,1,,,,,,
573822,LGACV,GA,2000,6.61942,LPG expenditures in the transportation sector.,Million dollars,,,1,,,,,
578502,LGCCD,GA,2000,12.94536,LPG price in the commercial sector.,Dollars per million Btu,,1,,,,,,
583182,LGCCV,GA,2000,62.09983,LPG expenditures in the commercial sector.,Million dollars,,,1,,,,,
587862,LGICD,GA,2000,11.9025,LPG price in the industrial sector.,Dollars per million Btu,,1,,,,,,
592542,LGICV,GA,2000,146.40846,LPG expenditures in the industrial sector.,Million dollars,,,1,,,,,
599302,LGRCD,GA,2000,16.13024,LPG price in the residential sector.,Dollars per million Btu,,1,,,,,,
603982,LGRCV,GA,2000,242.36556,LPG expenditures in the residential sector.,Million dollars,,,1,,,,,
608252,LGTCB,GA,2000,32865.1805,LPG total consumption.,Billion Btu,,,,,,,,
610742,LGTCD,GA,2000,14.05631,"LPG average price, all sectors.",Dollars per million Btu,,1,,,,,,
612982,LGTCP,GA,2000,9111.5,LPG total consumption.,Thousand barrels,,,,,,,,
615472,LGTCV,GA,2000,457.49327,LPG total expenditures.,Million dollars,,,1,,,,,
617662,LGTXB,GA,2000,32865.1805,LPG total end-use consumption.,Billion Btu,,,,,,,,
620152,LGTXD,GA,2000,14.05630892,"LPG average price, all end-use sectors.",Dollars per million Btu,,1,,,,,,
622342,LGTXP,GA,2000,9111.5,LPG total end-use consumption.,Thousand barrels,,,,,,,,
624832,LGTXV,GA,2000,457.49327,LPG total end-use expenditures.,Million dollars,,,1,,,,,
627022,LOACB,GA,2000,742.90315,The transportation sector's share of electrical system energy losses.,Billion Btu,,,,,,,,
629622,LOCCB,GA,2000,296667.6085,The commercial sector's share of electrical system energy losses.,Billion Btu,,,,,,,,
632222,LOICB,GA,2000,278470.1896,The industrial sector's share of electrical system energy losses.,Billion Btu,,,,,,,,
634822,LORCB,GA,2000,343868.7935,The residential sector's share of electrical system energy losses.,Billion Btu,,,,,,,,
637422,LOTCB,GA,2000,919749.4947,Total electrical system energy losses.,Billion Btu,,,,,,,,
640022,LOTXB,GA,2000,919749.4947,Total electrical system energy losses allocated to the end-use sectors.,Billion Btu,,,,,,,,
645112,LUACD,GA,2000,17.98947,Lubricants price in the transportation sector.,Dollars per million Btu,,1,,,,,,
649792,LUACV,GA,2000,70.31882,Lubricants expenditures in the transportation sector.,Million dollars,,,1,,,,,
654472,LUICD,GA,2000,17.98947,Lubricants price in the industrial sector.,Dollars per million Btu,,1,,,,,,
659152,LUICV,GA,2000,71.95177,Lubricants expenditures in the industrial sector.,Million dollars,,,1,,,,,
661342,LUTCB,GA,2000,7908.54791,Lubricants total consumption.,Billion Btu,,,,,,,,
663832,LUTCD,GA,2000,17.98947,"Lubricants average price, all sectors.",Dollars per million Btu,,1,,,,,,
